,Course Code,Course Names,EX,A,B,C,D,P,F,EX%,A%,B%,C%,D%,P%,F%,session,Avg CGPA
1408,HS30047,FRENCH,11,17,8,13,4,0,0,20.75,32.08,15.09,24.53,7.55,0,0,Spring20,8.34
1409,HS30048,GERMAN,2,0,4,7,2,5,0,10,0,20,35,10,25,0,Spring19,6.9
1410,HS30048,GERMAN,18,16,9,6,2,1,0,34.62,30.77,17.31,11.54,3.85,1.92,0,Spring20,8.75
1411,HS30048,GERMAN,42,31,5,4,1,0,0,50.6,37.35,6.02,4.82,1.2,0,0,Spring21,9.31
1412,HS30050,SOCIO TECHNICAL INTERVENTIONS FOR AGEING SOCIETIES,2,1,0,2,1,0,0,33.33,16.67,0,33.33,16.67,0,0,Spring19,8.17
1413,HS30050,SOCIO TECHNICAL INTERVENTIONS FOR AGEING SOCIETIES,0,2,3,2,2,0,0,0,22.22,33.33,22.22,22.22,0,0,Autumn18,7.56
1414,HS30050,SOCIO TECHNICAL INTERVENTIONS FOR AGEING SOCIETIES,0,6,0,2,0,2,0,0,60,0,20,0,20,0,Spring21,7.8
1415,HS30051,INTRODUCTION TO CULTURAL STUDIES,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn20,#DIV/0!
1416,HS30051,INTRODUCTION TO CULTURAL STUDIES,0,1,0,1,1,0,0,0,33.33,0,33.33,33.33,0,0,Spring19,7.33
1417,HS30051,INTRODUCTION TO CULTURAL STUDIES,2,7,10,3,1,0,0,8.7,30.43,43.48,13.04,4.35,0,0,Spring21,8.26
1418,HS30051,INTRODUCTION TO CULTURAL STUDIES,0,0,0,3,0,0,0,0,0,0,100,0,0,0,Spring20,7
1419,HS30054,SOCIOLOGY OF RESOURCE MANAGEMENT,0,0,0,2,0,1,0,0,0,0,66.67,0,33.33,0,Spring20,6.33
1420,HS30057,SOCIOLOGY OF ECONOMICS DEVELOPMENT,4,4,4,1,0,0,0,30.77,30.77,30.77,7.69,0,0,0,Autumn20,8.85
1421,HS30057,SOCIOLOGY OF ECONOMICS DEVELOPMENT,1,4,0,1,2,0,0,12.5,50,0,12.5,25,0,0,Spring19,8.13
1422,HS30057,SOCIOLOGY OF ECONOMICS DEVELOPMENT,0,0,2,0,0,0,0,0,0,100,0,0,0,0,Autumn19,8
1423,HS30057,SOCIOLOGY OF ECONOMICS DEVELOPMENT,7,4,3,0,2,0,0,43.75,25,18.75,0,12.5,0,0,Spring20,8.88
1424,HS30066,VISUAL COMMUNICATION,2,6,6,7,2,1,0,8.33,25,25,29.17,8.33,4.17,0,Spring21,7.83
1425,HS30066,VISUAL COMMUNICATION,0,0,0,2,0,0,0,0,0,0,100,0,0,0,Spring19,7
1426,HS30066,VISUAL COMMUNICATION,0,0,0,1,1,0,0,0,0,0,50,50,0,0,Autumn18,6.5
1427,HS30066,VISUAL COMMUNICATION,5,9,4,4,1,0,0,21.74,39.13,17.39,17.39,4.35,0,0,Autumn19,8.57
1428,HS30066,VISUAL COMMUNICATION,3,12,19,20,0,0,0,5.56,22.22,35.19,37.04,0,0,0,Autumn20,7.96
1429,HS30068,SYMBOLIC LOGIC,25,27,1,1,0,0,0,46.3,50,1.85,1.85,0,0,0,Autumn20,9.41
1430,HS30068,SYMBOLIC LOGIC,4,10,13,5,3,0,0,11.43,28.57,37.14,14.29,8.57,0,0,Autumn18,8.2
1431,HS30068,SYMBOLIC LOGIC,10,30,16,9,0,0,0,15.38,46.15,24.62,13.85,0,0,0,Autumn19,8.63
1432,HS30070,INTRODUCTION TO ETHICS,1,0,0,2,3,3,0,11.11,0,0,22.22,33.33,33.33,0,Spring19,6.33
1433,HS30070,INTRODUCTION TO ETHICS,9,6,4,6,0,0,0,36,24,16,24,0,0,0,Spring20,8.72
1434,HS30071,APPLIED ORGANISATIONAL PSYCHOLOGY,3,15,4,0,0,0,0,13.64,68.18,18.18,0,0,0,0,Autumn20,8.95
1435,HS30071,APPLIED ORGANISATIONAL PSYCHOLOGY,1,10,9,4,0,0,0,4.17,41.67,37.5,16.67,0,0,0,Autumn18,8.33
1436,HS30071,APPLIED ORGANISATIONAL PSYCHOLOGY,0,0,0,1,0,0,0,0,0,0,100,0,0,0,Spring19,7
1437,HS30071,APPLIED ORGANISATIONAL PSYCHOLOGY,5,7,11,7,2,0,0,15.63,21.88,34.38,21.88,6.25,0,0,Autumn19,8.19
1438,HS30071,APPLIED ORGANISATIONAL PSYCHOLOGY,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring20,9
1439,HS30073,ENVIRONMENTAL SOCIOLOGY,1,11,18,6,2,3,0,2.44,26.83,43.9,14.63,4.88,7.32,0,Spring21,7.85
1440,HS30073,ENVIRONMENTAL SOCIOLOGY,2,9,28,11,2,0,0,3.85,17.31,53.85,21.15,3.85,0,0,Autumn20,7.96
1441,HS30073,ENVIRONMENTAL SOCIOLOGY,4,12,17,3,1,0,0,10.81,32.43,45.95,8.11,2.7,0,0,Spring19,8.41
1442,HS30073,ENVIRONMENTAL SOCIOLOGY,1,12,22,8,2,0,0,2.22,26.67,48.89,17.78,4.44,0,0,Autumn19,8.04
1443,HS30073,ENVIRONMENTAL SOCIOLOGY,0,1,0,4,0,0,0,0,20,0,80,0,0,0,Spring20,7.4
1444,HS30074,SCIENCE AND HUMANISM,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring19,9
1445,HS30074,SCIENCE AND HUMANISM,10,17,4,1,2,2,0,27.78,47.22,11.11,2.78,5.56,5.56,0,Autumn20,8.72
1446,HS30074,SCIENCE AND HUMANISM,1,8,10,9,7,3,0,2.63,21.05,26.32,23.68,18.42,7.89,0,Autumn18,7.42
1447,HS30074,SCIENCE AND HUMANISM,19,28,3,1,0,0,0,37.25,54.9,5.88,1.96,0,0,0,Spring21,9.27
1448,HS30074,SCIENCE AND HUMANISM,11,12,15,13,2,1,0,20.37,22.22,27.78,24.07,3.7,1.85,0,Autumn19,8.26
1449,HS30074,SCIENCE AND HUMANISM,9,16,9,10,9,1,0,16.67,29.63,16.67,18.52,16.67,1.85,0,Spring20,8.06
1450,HS30075,MODERNISATION AND CREATIVE COMMUNICATION,6,9,13,9,0,0,0,16.22,24.32,35.14,24.32,0,0,0,Autumn20,8.32
1451,HS30075,MODERNISATION AND CREATIVE COMMUNICATION,15,12,5,1,0,0,0,45.45,36.36,15.15,3.03,0,0,0,Spring21,9.24
1452,HS30075,MODERNISATION AND CREATIVE COMMUNICATION,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Spring19,8
1453,HS30075,MODERNISATION AND CREATIVE COMMUNICATION,1,0,2,3,0,0,0,16.67,0,33.33,50,0,0,0,Autumn18,7.83
1454,HS30075,MODERNISATION AND CREATIVE COMMUNICATION,2,1,4,5,1,0,0,15.38,7.69,30.77,38.46,7.69,0,0,Autumn19,7.85
1455,HS30079,PUBLIC FINANCE AND POLICY,3,9,14,13,9,1,0,6.12,18.37,28.57,26.53,18.37,2.04,0,Autumn19,7.61
1456,HS30079,PUBLIC FINANCE AND POLICY,0,17,22,19,2,0,0,0,28.33,36.67,31.67,3.33,0,0,Autumn20,7.9
1457,HS30084,ECONOMIC PSYCHOLOGY,3,9,11,7,3,0,0,9.09,27.27,33.33,21.21,9.09,0,0,Autumn20,8.06
1458,HS30084,ECONOMIC PSYCHOLOGY,1,0,2,0,0,0,0,33.33,0,66.67,0,0,0,0,Autumn19,8.67
1459,HS30084,ECONOMIC PSYCHOLOGY,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring20,9
1460,HS30085,INDIAN ECONOMY,13,19,14,4,0,0,0,26,38,28,8,0,0,0,Autumn20,8.82
1461,HS30085,INDIAN ECONOMY,5,7,9,11,11,4,0,10.64,14.89,19.15,23.4,23.4,8.51,0,Autumn19,7.4
1462,HS30087,ECONOMICS OF GROWTH,2,7,8,13,7,10,0,4.26,14.89,17.02,27.66,14.89,21.28,0,Autumn19,7.02
1463,HS30087,ECONOMICS OF GROWTH,23,27,0,0,0,0,0,46,54,0,0,0,0,0,Autumn20,9.46
1464,HS30095,GLOBALISATION AND CULTURE,4,19,28,8,0,0,0,6.78,32.2,47.46,13.56,0,0,0,Autumn20,8.32
1465,HS30095,GLOBALISATION AND CULTURE,4,2,7,5,2,2,0,18.18,9.09,31.82,22.73,9.09,9.09,0,Autumn19,7.77
1466,HS30095,GLOBALISATION AND CULTURE,0,0,0,1,0,0,0,0,0,0,100,0,0,0,Spring20,7
1467,HS30096,MARKET MICRO STRUCTURE,12,18,3,3,0,0,0,33.33,50,8.33,8.33,0,0,0,Spring21,9.08
1468,HS30096,MARKET MICRO STRUCTURE,9,6,4,1,0,0,0,45,30,20,5,0,0,0,Spring20,9.15
1469,HS30097,FINANCIAL INSTITUTIONS & MARKETS,11,36,15,0,0,0,0,17.74,58.06,24.19,0,0,0,0,Autumn20,8.94
1470,HS30097,FINANCIAL INSTITUTIONS & MARKETS,5,10,15,13,5,0,0,10.42,20.83,31.25,27.08,10.42,0,0,Autumn19,7.94
1471,HS30097,FINANCIAL INSTITUTIONS & MARKETS,0,0,0,1,0,0,0,0,0,0,100,0,0,0,Autumn18,7
1472,HS30103,ECONOMICS OF HEALTH,1,2,4,1,0,0,0,12.5,25,50,12.5,0,0,0,Autumn18,8.38
1473,HS31072,ENVIRONMENTAL ECONOMICS,8,26,16,1,0,0,0,15.69,50.98,31.37,1.96,0,0,0,Autumn20,8.8
1474,HS31076,INTRODUCTION TO LANGUAGE AND LINGUISTICS,2,1,3,1,0,0,0,28.57,14.29,42.86,14.29,0,0,0,Spring19,8.57
1475,HS31076,INTRODUCTION TO LANGUAGE AND LINGUISTICS,3,22,10,6,0,0,1,7.14,52.38,23.81,14.29,0,0,2.38,Autumn20,8.43
1476,HS31076,INTRODUCTION TO LANGUAGE AND LINGUISTICS,0,0,0,1,0,0,0,0,0,0,100,0,0,0,Autumn19,7
1477,HS31076,INTRODUCTION TO LANGUAGE AND LINGUISTICS,5,3,4,1,0,0,0,38.46,23.08,30.77,7.69,0,0,0,Spring21,8.92
1478,HS31082,MONETARY ECONOMICS,8,14,14,5,5,2,0,16.67,29.17,29.17,10.42,10.42,4.17,0,Spring20,8.19
1479,HS31082,MONETARY ECONOMICS,43,8,0,0,0,0,0,84.31,15.69,0,0,0,0,0,Spring21,9.84
1480,HS38002,SEMINAR,9,18,20,0,0,0,0,19.15,38.3,42.55,0,0,0,0,Spring20,8.77
1481,HS38002,SEMINAR,12,26,11,0,0,0,0,24.49,53.06,22.45,0,0,0,0,Spring21,9.02
1482,HS40003,PERSONNEL MANAGEMENT AND INDUSTRIAL RELATIONS,0,1,1,6,5,2,0,0,6.67,6.67,40,33.33,13.33,0,Autumn20,6.6
1483,HS40003,PERSONNEL MANAGEMENT AND INDUSTRIAL RELATIONS,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Autumn19,8
1484,HS40003,PERSONNEL MANAGEMENT AND INDUSTRIAL RELATIONS,0,0,2,1,1,0,0,0,0,50,25,25,0,0,Spring20,7.25
1485,HS40007,ECONOMETRIC ANALYSIS II,14,17,12,4,0,0,0,29.79,36.17,25.53,8.51,0,0,0,Autumn20,8.87
1486,HS40072,SOCIOLOGY OF  SCIENCE,13,13,0,2,1,0,0,44.83,44.83,0,6.9,3.45,0,0,Spring21,9.21
1487,HS40072,SOCIOLOGY OF  SCIENCE,2,4,9,2,6,0,0,8.7,17.39,39.13,8.7,26.09,0,0,Autumn19,7.74
1488,HS40072,SOCIOLOGY OF  SCIENCE,0,0,0,1,0,0,0,0,0,0,100,0,0,0,Spring20,7
1489,HS40078,INTERNATIONAL TRADE,5,30,8,4,1,0,0,10.42,62.5,16.67,8.33,2.08,0,0,Spring21,8.71
1490,HS40078,INTERNATIONAL TRADE,0,0,0,0,1,0,0,0,0,0,0,100,0,0,Spring20,6
1491,HS40083,FOOD SECURITY AND POVERTY STUDIES,1,5,7,1,1,0,0,6.67,33.33,46.67,6.67,6.67,0,0,Autumn20,8.27
1492,HS40085,LABOUR ECONOMICS,0,1,1,2,0,2,0,0,16.67,16.67,33.33,0,33.33,0,Spring19,6.83
1493,HS40085,LABOUR ECONOMICS,3,14,17,4,1,1,0,7.5,35,42.5,10,2.5,2.5,0,Spring21,8.28
1494,HS40085,LABOUR ECONOMICS,3,7,10,2,0,1,0,13.04,30.43,43.48,8.7,0,4.35,0,Spring20,8.35
1495,HS40093,INSTITUTIONAL ECONOMICS,7,9,3,0,0,0,0,36.84,47.37,15.79,0,0,0,0,Autumn20,9.21
1496,HS41002,ECONOMETRIC ANALYSIS I,17,19,31,4,0,0,0,23.94,26.76,43.66,5.63,0,0,0,Spring21,8.69
1497,HS41002,ECONOMETRIC ANALYSIS I,7,14,15,7,7,0,0,14,28,30,14,14,0,0,Spring20,8.14
1498,HS41004,BANKING THEORY AND PRACTICE,3,27,15,4,1,0,0,6,54,30,8,2,0,0,Spring21,8.54
1499,HS49002,ECONOMETRIC ANALYSIS I LAB.,11,28,18,2,0,0,0,18.64,47.46,30.51,3.39,0,0,0,Spring21,8.81
1500,HS49002,ECONOMETRIC ANALYSIS I LAB.,18,17,14,1,0,0,0,36,34,28,2,0,0,0,Spring20,9.04
1501,HS49009,ECONOMETRIC ANALYSIS II LABORATORY,14,25,6,1,0,0,0,30.43,54.35,13.04,2.17,0,0,0,Autumn20,9.13
1502,HS50012,ENERGY ECONOMICS,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring20,9
1503,HS50017,EQUITY RESEARCH,13,5,3,0,0,0,0,61.9,23.81,14.29,0,0,0,0,Spring21,9.48
1504,HS50017,EQUITY RESEARCH,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Spring20,8
1505,HS50019,ECONOMIC MODELLING,4,7,23,13,0,0,0,8.51,14.89,48.94,27.66,0,0,0,Spring21,8.04
1506,HS50026,BEHAVIOURAL FINANCE,0,0,0,1,0,0,0,0,0,0,100,0,0,0,Spring21,7
1507,HS51604,GERMAN,1,0,0,0,0,0,0,100,0,0,0,0,0,0,Autumn18,10
1508,HS51604,GERMAN,0,0,1,1,0,0,1,0,0,33.33,33.33,0,0,33.33,Autumn19,6.33
1509,HS51604,GERMAN,3,6,1,0,0,0,0,30,60,10,0,0,0,0,Autumn20,9.2
1510,HS59001,APPLIED ECONOMETRICS LABORATORY,6,17,14,8,0,0,0,13.33,37.78,31.11,17.78,0,0,0,Spring21,8.47
1511,HS60005,,12,33,15,8,1,1,0,17.14,47.14,21.43,11.43,1.43,1.43,0,Autumn20,8.63
1512,HS60005,,27,62,43,20,15,7,2,15.34,35.23,24.43,11.36,8.52,3.98,1.14,Spring21,8.21
1513,HS60005,,0,0,0,1,0,0,0,0,0,0,100,0,0,0,Spring19,7
1514,HS60005,,5,9,6,2,1,0,0,21.74,39.13,26.09,8.7,4.35,0,0,Autumn18,8.65
1515,HS60005,,8,24,17,2,1,0,0,15.38,46.15,32.69,3.85,1.92,0,0,Autumn19,8.69
1516,HS60005,,0,0,0,0,0,0,1,0,0,0,0,0,0,100,Spring20,4
1517,HS60009,,0,13,22,10,0,0,0,0,28.89,48.89,22.22,0,0,0,Autumn20,8.07
1518,HS60010,,0,1,6,0,0,0,0,0,14.29,85.71,0,0,0,0,Spring21,8.14
1519,HS60012,,0,0,0,1,0,0,0,0,0,0,100,0,0,0,Spring21,7
1520,HS60020,,1,4,2,0,0,0,0,14.29,57.14,28.57,0,0,0,0,Spring21,8.86
1521,HS60020,,0,2,1,1,2,0,0,0,33.33,16.67,16.67,33.33,0,0,Spring20,7.5
1522,HS60042,,1,11,6,1,1,1,0,4.76,52.38,28.57,4.76,4.76,4.76,0,Spring19,8.33
1523,HS60042,,5,5,3,0,1,1,0,33.33,33.33,20,0,6.67,6.67,0,Autumn18,8.67
1524,HS60042,,4,26,10,4,3,0,0,8.51,55.32,21.28,8.51,6.38,0,0,Autumn19,8.51
1525,HS60044,,3,13,11,10,7,2,0,6.52,28.26,23.91,21.74,15.22,4.35,0,Spring19,7.76
1526,HS60044,,20,43,5,1,1,1,0,28.17,60.56,7.04,1.41,1.41,1.41,0,Autumn20,9.08
1527,HS60044,,15,25,17,7,2,0,0,22.73,37.88,25.76,10.61,3.03,0,0,Spring21,8.67
1528,HS60044,,5,6,2,2,0,0,0,33.33,40,13.33,13.33,0,0,0,Autumn18,8.93
1529,HS60044,,3,8,12,13,3,2,0,7.32,19.51,29.27,31.71,7.32,4.88,0,Autumn19,7.73
1530,HS60044,,11,9,4,4,2,0,0,36.67,30,13.33,13.33,6.67,0,0,Spring20,8.77
1531,HS60063,,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Spring19,8
1532,HS60063,,0,3,4,5,3,1,0,0,18.75,25,31.25,18.75,6.25,0,Autumn18,7.31
1533,HS60063,,3,3,6,5,7,2,0,11.54,11.54,23.08,19.23,26.92,7.69,0,Autumn19,7.38
1534,HS60084,,1,1,1,0,0,0,0,33.33,33.33,33.33,0,0,0,0,Autumn19,9
1535,HS60084,,1,2,1,0,1,0,0,20,40,20,0,20,0,0,Autumn20,8.4
1536,HS60084,,1,1,1,2,1,0,0,16.67,16.67,16.67,33.33,16.67,0,0,Spring21,7.83
1537,HS60092,,5,12,9,0,0,0,0,19.23,46.15,34.62,0,0,0,0,Spring21,8.85
1538,HS61080,,2,9,22,5,3,2,0,4.65,20.93,51.16,11.63,6.98,4.65,0,Autumn20,7.91
1539,HS61080,,0,0,0,0,0,1,0,0,0,0,0,0,100,0,Autumn19,5
1540,HS61080,,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring20,9
1541,HS62002,,4,6,9,10,2,0,0,12.9,19.35,29.03,32.26,6.45,0,0,Spring19,8
1542,HS62002,,0,5,10,11,2,0,0,0,17.86,35.71,39.29,7.14,0,0,Autumn18,7.64
1543,HS62002,,3,10,23,17,2,0,0,5.45,18.18,41.82,30.91,3.64,0,0,Autumn19,7.91
1544,HS62004,,1,2,0,7,8,1,0,5.26,10.53,0,36.84,42.11,5.26,0,Spring19,6.84
1545,HS66005,,6,9,4,0,0,0,2,28.57,42.86,19.05,0,0,0,9.52,Autumn19,8.62
1546,HS70006,,2,0,0,0,0,0,0,100,0,0,0,0,0,0,Spring21,10
1547,ID60004,,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring21,9
1548,IE30002,INSTRUMENTATION DEVICES II,1,2,12,8,4,3,0,3.33,6.67,40,26.67,13.33,10,0,Spring20,7.3
1549,IE30002,INSTRUMENTATION DEVICES II,2,6,13,9,1,1,0,6.25,18.75,40.63,28.13,3.13,3.13,0,Spring21,7.88
1550,IE30006,DATA COMMUNICATION,7,7,12,11,5,1,0,16.28,16.28,27.91,25.58,11.63,2.33,0,Spring20,7.93
1551,IE30006,DATA COMMUNICATION,3,9,38,2,0,0,0,5.77,17.31,73.08,3.85,0,0,0,Spring21,8.25
1552,IE31001,INSTRUMENTATION DEVICES,2,6,12,8,3,2,0,6.06,18.18,36.36,24.24,9.09,6.06,0,Autumn20,7.7
1553,IE31001,INSTRUMENTATION DEVICES,3,5,10,9,2,1,0,10,16.67,33.33,30,6.67,3.33,0,Autumn19,7.83
1554,IE39001,INSTRUMENTATION DEVICES LABORATORY,1,9,19,1,0,0,0,3.33,30,63.33,3.33,0,0,0,Autumn19,8.33
1555,IE39001,INSTRUMENTATION DEVICES LABORATORY,7,19,5,1,0,0,0,21.88,59.38,15.63,3.13,0,0,0,Autumn20,9
1556,IE39002,INSTRUMENTATION LABORATORY II,7,19,4,0,0,0,0,23.33,63.33,13.33,0,0,0,0,Spring20,9.1
1557,IE39002,INSTRUMENTATION LABORATORY II,4,23,4,1,0,0,0,12.5,71.88,12.5,3.13,0,0,0,Spring21,8.94
1558,IE47006,PROJECT II,2,7,1,2,1,0,0,15.38,53.85,7.69,15.38,7.69,0,0,Spring21,8.54
1559,IE47007,PROJECT I,9,8,5,0,0,0,1,39.13,34.78,21.74,0,0,0,4.35,Autumn20,8.96
1560,IE48001,INDUSTRIAL TRAINING,2,8,5,0,0,0,0,13.33,53.33,33.33,0,0,0,0,Autumn20,8.8
1561,IE48002,COMPREHENSIVE VIVA VOCE,0,2,4,7,1,1,0,0,13.33,26.67,46.67,6.67,6.67,0,Spring21,7.33
1562,IE49002,INSTRUMENTATION SYSTEM DESIGN,5,16,9,0,0,0,0,16.67,53.33,30,0,0,0,0,Autumn20,8.87
1563,IM21001,"ENGINEERING ECONOMY, COSTING AND ACCOUNTING",5,21,16,7,3,1,0,9.43,39.62,30.19,13.21,5.66,1.89,0,Autumn19,8.28
1564,IM21001,"ENGINEERING ECONOMY, COSTING AND ACCOUNTING",10,45,10,0,0,0,1,15.15,68.18,15.15,0,0,0,1.52,Autumn20,8.92
1565,IM21002,PRODUCTION DESIGN AND PROCESS PLANNING,7,12,15,8,6,5,0,13.21,22.64,28.3,15.09,11.32,9.43,0,Spring19,7.83
1566,IM21002,PRODUCTION DESIGN AND PROCESS PLANNING,8,21,13,12,2,5,0,13.11,34.43,21.31,19.67,3.28,8.2,0,Spring20,8.1
1567,IM21002,PRODUCTION DESIGN AND PROCESS PLANNING,8,3,32,19,4,0,0,12.12,4.55,48.48,28.79,6.06,0,0,Spring21,7.88
1568,IM21003,OPERATIONS RESEARCH I,22,33,29,19,14,20,0,16.06,24.09,21.17,13.87,10.22,14.6,0,Autumn18,7.78
1569,IM21003,OPERATIONS RESEARCH I,32,38,35,17,17,20,1,20,23.75,21.88,10.63,10.63,12.5,0.63,Autumn19,7.92
1570,IM21003,OPERATIONS RESEARCH I,65,39,40,23,6,2,1,36.93,22.16,22.73,13.07,3.41,1.14,0.57,Autumn20,8.7
1571,IM21006,OPERATIONS RESEARCH II,2,4,13,12,20,2,0,3.77,7.55,24.53,22.64,37.74,3.77,0,Spring19,7.06
1572,IM21006,OPERATIONS RESEARCH II,5,18,10,16,10,2,0,8.2,29.51,16.39,26.23,16.39,3.28,0,Spring20,7.77
1573,IM21006,OPERATIONS RESEARCH II,13,31,14,7,1,0,0,19.7,46.97,21.21,10.61,1.52,0,0,Spring21,8.73
1574,IM21008,WORK SYSTEM DESIGN,5,14,19,9,4,2,0,9.43,26.42,35.85,16.98,7.55,3.77,0,Spring19,8.02
1575,IM21008,WORK SYSTEM DESIGN,16,25,14,4,2,0,0,26.23,40.98,22.95,6.56,3.28,0,0,Spring20,8.8
1576,IM21008,WORK SYSTEM DESIGN,7,55,4,0,0,0,0,10.61,83.33,6.06,0,0,0,0,Spring21,9.05
1577,IM22001,INFORMATION SYSTEMS LAB,10,18,14,6,5,0,0,18.87,33.96,26.42,11.32,9.43,0,0,Autumn18,8.42
1578,IM22001,INFORMATION SYSTEMS LAB,14,15,17,5,6,4,0,22.95,24.59,27.87,8.2,9.84,6.56,0,Autumn19,8.23
1579,IM22001,INFORMATION SYSTEMS LAB,12,34,20,0,0,0,0,18.18,51.52,30.3,0,0,0,0,Autumn20,8.88
1580,IM29006,OPERATIONS RESEARCH LAB.,20,20,10,3,0,0,0,37.74,37.74,18.87,5.66,0,0,0,Spring19,9.08
1581,IM29006,OPERATIONS RESEARCH LAB.,26,21,12,2,0,0,0,42.62,34.43,19.67,3.28,0,0,0,Spring20,9.16
1582,IM29006,OPERATIONS RESEARCH LAB.,30,20,15,1,0,0,0,45.45,30.3,22.73,1.52,0,0,0,Spring21,9.2
1583,IM29008,WORK SYSTEM DESIGN LAB.,34,19,0,0,0,0,0,64.15,35.85,0,0,0,0,0,Spring19,9.64
1584,IM29008,WORK SYSTEM DESIGN LAB.,34,20,7,0,0,0,0,55.74,32.79,11.48,0,0,0,0,Spring20,9.44
1585,IM29008,WORK SYSTEM DESIGN LAB.,46,20,0,0,0,0,0,69.7,30.3,0,0,0,0,0,Spring21,9.7
1586,IM31002,QUALITY ENGINEERING,3,13,11,15,6,5,0,5.66,24.53,20.75,28.3,11.32,9.43,0,Spring20,7.57
1587,IM31002,QUALITY ENGINEERING,3,0,52,3,0,0,1,5.08,0,88.14,5.08,0,0,1.69,Spring21,7.98
1588,IM31005,QUALITY DESIGN AND CONTROL,1,7,15,15,8,7,0,1.89,13.21,28.3,28.3,15.09,13.21,0,Autumn19,7.19
1589,IM31005,QUALITY DESIGN AND CONTROL,9,29,17,1,4,0,1,14.75,47.54,27.87,1.64,6.56,0,1.64,Autumn20,8.56
1590,IM31006,SIMULATION,4,12,28,5,3,1,0,7.55,22.64,52.83,9.43,5.66,1.89,0,Spring20,8.11
1591,IM31006,SIMULATION,4,30,19,5,1,2,0,6.56,49.18,31.15,8.2,1.64,3.28,0,Spring21,8.41
1592,IM31007,PRODUCTION PLANNING AND CONTROL,5,15,21,10,1,1,0,9.43,28.3,39.62,18.87,1.89,1.89,0,Autumn19,8.19
1593,IM31007,PRODUCTION PLANNING AND CONTROL,8,42,8,0,0,0,1,13.56,71.19,13.56,0,0,0,1.69,Autumn20,8.92
1594,IM31008,LOGISTICS AND SUPPLY CHAIN MANAGEMENT,2,18,28,4,1,0,0,3.77,33.96,52.83,7.55,1.89,0,0,Autumn19,8.3
1595,IM31008,LOGISTICS AND SUPPLY CHAIN MANAGEMENT,15,36,5,3,0,1,0,25,60,8.33,5,0,1.67,0,Autumn20,9
1596,IM31010,MANAGEMENT OF INVENTORY SYSTEMS,13,10,18,10,2,0,0,24.53,18.87,33.96,18.87,3.77,0,0,Spring20,8.42
1597,IM31010,MANAGEMENT OF INVENTORY SYSTEMS,6,14,33,4,1,0,0,10.34,24.14,56.9,6.9,1.72,0,0,Spring21,8.34
1598,IM31011,DESIGN FOR MANUFACTURABILITY,1,0,1,3,0,0,0,20,0,20,60,0,0,0,Autumn19,7.8
1599,IM31011,DESIGN FOR MANUFACTURABILITY,0,0,2,0,0,0,0,0,0,100,0,0,0,0,Autumn20,8
1600,IM31012,OPTIMISATION AND HEURISTIC METHODS,7,14,17,7,6,2,0,13.21,26.42,32.08,13.21,11.32,3.77,0,Spring20,8.06
1601,IM31012,OPTIMISATION AND HEURISTIC METHODS,25,29,3,1,0,1,0,42.37,49.15,5.08,1.69,0,1.69,0,Spring21,9.27
1602,IM31014,DESIGN FOR ASSEMBLY AND AUTOMATION,0,0,5,7,1,2,0,0,0,33.33,46.67,6.67,13.33,0,Spring21,7
1603,IM39003,OPTIMISATION AND HEURISTIC METHODS PROJECT,3,16,11,8,6,9,0,5.66,30.19,20.75,15.09,11.32,16.98,0,Spring20,7.53
1604,IM39003,OPTIMISATION AND HEURISTIC METHODS PROJECT,9,32,11,6,0,1,0,15.25,54.24,18.64,10.17,0,1.69,0,Spring21,8.69
1605,IM39005,QUALITY DESIGN AND CONTROL LABORATORY,19,26,7,1,0,0,0,35.85,49.06,13.21,1.89,0,0,0,Autumn19,9.19
1606,IM39005,QUALITY DESIGN AND CONTROL LABORATORY,20,37,2,2,0,0,0,32.79,60.66,3.28,3.28,0,0,0,Autumn20,9.23
1607,IM39006,SIMULATION LAB.,4,36,13,0,0,0,0,7.55,67.92,24.53,0,0,0,0,Spring20,8.83
1608,IM39006,SIMULATION LAB.,14,47,0,0,0,0,0,22.95,77.05,0,0,0,0,0,Spring21,9.23
1609,IM41001,PRODUCT DEVELOPMENT,2,20,22,6,0,0,0,4,40,44,12,0,0,0,Autumn20,8.36
1610,IM41082,OPERATIONS RESEARCH,58,6,3,2,0,2,0,81.69,8.45,4.23,2.82,0,2.82,0,Spring21,9.61
1611,IM41082,OPERATIONS RESEARCH,0,0,0,0,0,1,0,0,0,0,0,0,100,0,Autumn19,5
1612,IM41082,OPERATIONS RESEARCH,3,1,2,2,3,1,0,25,8.33,16.67,16.67,25,8.33,0,Spring20,7.67
1613,IM47003,PROJECT I,7,16,13,7,0,0,0,16.28,37.21,30.23,16.28,0,0,0,Autumn20,8.53
